HBWv8.1_Binomial,UniqueID_Plastic.study,Source,Common.name_Plastic.study,Sci.name_Plastic.study,Site,lat,lon,MarineRegion,Age.Class,Date_Text,Date_FirstYR,Date_LastYR,Date_MedianYR,Study.Duration,n,n_plastic,FO,Plastic,Sampling_method,Added_by,Comments
Uria aalge,205,Avery-Gomm et al. 2013,Common Murre,NA,"Vancouver, BC",49.282729,-123.120738,North Pacific Ocean,Adult,2007-2010,2007,2010,2009,4,3,0,0,No,NA,SA-G,NA
Uria aalge,206,Avery-Gomm et al. 2013,Common Murre,NA,"Vancouver, BC",49.282729,-123.120738,North Pacific Ocean,Adult,2007-2010,2007,2010,2009,4,24,0,0,No,NA,SA-G,NA
Uria aalge,204,Avery-Gomm et al. 2013,Common Murre,NA,"Vancouver, BC",49.282729,-123.120738,North Pacific Ocean,Subadult,2007-2010,2007,2010,2009,4,10,1,0.1,Yes,NA,SA-G,NA
Cerorhinca monocerata,674,Avery-Gomm et al. 2013,Rhinoceros Auklet,NA,Vancouver & Washington,49.282729,-123.120738,North Pacific Ocean,Adult,2007-2010,2007,2010,2009,4,22,0,0,No,NA,SA-G,NA
Synthliboramphus antiquus,9,Day et al. 1984/Day 1980,Ancient Murrelet,NA,Alaska,64.200841,-149.493673,North Pacific Ocean,Mixed,1969-1977,1969,1977,1973,9,16,0,0,No,NA,SA-G,NA
Ptychoramphus aleuticus,176,Day et al. 1984/Day 1980,Cassin's Auklet,NA,Alaska,64.200841,-149.493673,North Pacific Ocean,Mixed,1969-1977,1969,1977,1973,9,10,4,0.4,Yes,NA,SA-G,NA
Uria aalge,210,Day et al. 1984/Day 1980,Common Murre,NA,Alaska,64.200841,-149.493673,North Pacific Ocean,Mixed,1969-1977,1969,1977,1973,9,191,0,0,No,NA,SA-G,NA
Aethia cristatella,264,Day et al. 1984/Day 1980,Crested Auklet,NA,Alaska,64.200841,-149.493673,North Pacific Ocean,Mixed,1969-1977,1969,1977,1973,9,85,0,0,No,NA,SA-G,NA
Fratercula corniculata,379,Day et al. 1984/Day 1980,Horned Puffin,NA,Alaska,64.200841,-149.493673,North Pacific Ocean,Mixed,1969-1977,1969,1977,1973,9,148,55,0.37,Yes,NA,SA-G,NA
Brachyramphus brevirostris,414,Day et al. 1984/Day 1980,Kittlitz's Murrelet,NA,Alaska,64.200841,-149.493673,North Pacific Ocean,Mixed,1969-1977,1969,1977,1973,9,5,0,0,No,NA,SA-G,NA
Brachyramphus marmoratus,518,Day et al. 1984/Day 1980,Marbled Murrelet,NA,Alaska,64.200841,-149.493673,North Pacific Ocean,Mixed,1969-1977,1969,1977,1973,9,61,0,0,No,NA,SA-G,NA
Aethia psittacula,610,Day et al. 1984/Day 1980,Parakeet Auklet,NA,Alaska,64.200841,-149.493673,North Pacific Ocean,Mixed,1969-1977,1969,1977,1973,9,116,87,0.75,Yes,NA,SA-G,NA
Cepphus columba,626,Day et al. 1984/Day 1980,Pigeon Guillemot,NA,Alaska,64.200841,-149.493673,North Pacific Ocean,Mixed,1969-1977,1969,1977,1973,9,18,0,0,No,NA,SA-G,NA
Cerorhinca monocerata,677,Day et al. 1984/Day 1980,Rhinoceros Auklet,NA,Alaska,64.200841,-149.493673,North Pacific Ocean,Mixed,1969-1977,1969,1977,1973,9,20,0,0,No,NA,SA-G,NA
Uria lomvia,937,Day et al. 1984/Day 1980,Thick-billed Murre,NA,Alaska,64.200841,-149.493673,North Pacific Ocean,Mixed,1969-1977,1969,1977,1973,9,138,1,0.01,Yes,NA,SA-G,NA
Fratercula cirrhata,970,Day et al. 1984/Day 1980,Tufted Puffin,NA,Alaska,64.200841,-149.493673,North Pacific Ocean,Mixed,1969-1977,1969,1977,1973,9,348,52,0.15,Yes,NA,SA-G,NA
Aethia pygmaea,1022,Day et al. 1984/Day 1980,Whiskered Auklet,NA,Alaska,64.200841,-149.493673,North Pacific Ocean,Mixed,1969-1977,1969,1977,1973,9,5,0,0,No,NA,SA-G,NA
Fratercula arctica,34,Harris and Wanless 1994,Atlantic Puffin,NA,North Sea/Atlantic,56.511018,3.515625,North Atlantic Ocean,Subadult/Adult,1969-1992,1969,1992,1981,24,315,41,0.13,Yes,NA,SA-G,NA
Alle alle,471,Day et al. 1984/Van Franeker 1983,Little Auk,NA,North Atlantic,-14.599413,-28.673147,South Pacific Ocean,Mixed,NA,NA,NA,#NUM!,NA,NA,NA,0.04,Yes,NA,SA-G,NA
Bucephala islandica,58,Avery-Gomm et al. 2013,Barrow's Goldeneye,NA,"Puget Sound, WA",47.723654,-122.471335,North Pacific Ocean,Adult,2007,2007,2007,2007,1,2,0,0,No,NA,SA-G,NA
Somateria mollissima,196,Lydersen et al. 1989,Common Eider,NA,Hornsund,76.881101,15.9084,Arctic Ocean,Adult,1984,1984,1984,1984,1,20,0,0,No,NA,SA-G,NA
Somateria mollissima,197,Provencher et al. 2014,Common Eider,NA,"Cape Dorset, Nunavut",64.230375,-76.540963,Arctic Ocean,Adult,2011,2011,2011,2011,1,100,1,0.01,Yes,NA,SA-G,NA
Somateria mollissima,198,Provencher et al. 2014,Common Eider,NA,"Nuuk, Greenland",64.18141,-51.694138,Arctic Ocean,Mixed,2012,2012,2012,2012,1,135,0,0,No,NA,SA-G,NA
Histrionicus histrionicus,367,Avery-Gomm et al. 2013,Harlequin Duck,NA,"Vancouver Island, BC",49.650638,-125.449391,North Pacific Ocean,Adult,2010,2010,2010,2010,1,1,0,0,No,NA,SA-G,NA
Somateria spectabilis,410,Provencher et al. 2014,King Eider,NA,"Cape Dorset, Nunavut",64.230375,-76.540963,Arctic Ocean,Adult,2001,2001,2001,2001,1,3,0,0,No,NA,SA-G,NA
Somateria spectabilis,411,Provencher et al. 2014,King Eider,NA,"Cape Dorset, Nunavut",64.230375,-76.540963,Arctic Ocean,Adult,2011,2011,2011,2011,1,10,0,0,No,NA,SA-G,NA
Melanitta perspicillata,927,Avery-Gomm et al. 2013,Surf Scoter,NA,"Vancouver, BC",49.282729,-123.120738,North Pacific Ocean,Adult,2010,2010,2010,2010,1,2,0,0,No,NA,SA-G,NA
Melanitta perspicillata,929,Provencher et al. 2014,Surf Scoter,NA,"Nain, Labrador",56.541681999999994,-61.696889,North Atlantic Ocean,Adult,2006,2006,2006,2006,1,38,0,0,No,NA,SA-G,NA
Bucephala islandica,59,Day et al. 1984,Barrow's Goldeneye,NA,Alaska,64.200841,-149.493673,North Pacific Ocean,Mixed,1977-1978,1977,1978,1978,2,17,0,0,No,NA,SA-G,NA
Somateria mollissima,193,English et al. 2015,Common Eider,NA,"Fogo Island, Newfoundland, Canada",49.715417,-54.534061,North Atlantic Ocean,Adult,2013-2014,2013,2014,2014,2,26,0,0,No,NA,SA-G,NA
Somateria mollissima,195,English et al. 2015,Common Eider,NA,"Fogo Island, Newfoundland, Canada",49.715417,-54.534061,North Atlantic Ocean,Mixed,2013-2014,2013,2014,2014,2,12,0,0,No,NA,SA-G,NA
Somateria mollissima,194,English et al. 2015,Common Eider,NA,"Fogo Island, Newfoundland, Canada",49.715417,-54.534061,North Atlantic Ocean,Subadult,2013-2014,2013,2014,2014,2,10,1,0.1,Yes,NA,SA-G,NA
Histrionicus histrionicus,368,Day et al. 1984,Harlequin Duck,NA,Alaska,64.200841,-149.493673,North Pacific Ocean,Mixed,1977-1978,1977,1978,1978,2,6,0,0,No,NA,SA-G,NA
Clangula hyemalis,481,Day et al. 1984,Long-tailed Duck,NA,Alaska,64.200841,-149.493673,North Pacific Ocean,Mixed,1977-1978,1977,1978,1978,2,11,0,0,No,NA,SA-G,NA
Clangula hyemalis,482,Provencher et al. 2014,Long-tailed Duck,NA,"Belcher Is, Nunavut",56.622294000000004,-78.794321,Arctic Ocean,Mixed,1998-1999,1998,1999,1999,2,27,0,0,No,NA,SA-G,NA
Melanitta perspicillata,928,Day et al. 1984,Surf Scoter,NA,Alaska,64.200841,-149.493673,North Pacific Ocean,Mixed,1977-1978,1977,1978,1978,2,11,0,0,No,NA,SA-G,NA
Melanitta deglandi,1073,Day et al. 1984,White-winged Scoter,NA,Alaska,64.200841,-149.493673,North Pacific Ocean,Mixed,1977-1978,1977,1978,1978,2,5,0,0,No,NA,SA-G,NA
Somateria mollissima,201,Provencher et al. 2014,Common Eider,NA,"Cape Dorset, Nunavut",64.230375,-76.540963,Arctic Ocean,Adult,2000-2002,2000,2002,2001,3,108,0,0,No,NA,SA-G,NA
Somateria spectabilis,412,Provencher et al. 2014,King Eider,NA,"Nuuk, Greenland",64.18141,-51.694138,Arctic Ocean,Mixed,2000-2002,2000,2002,2001,3,41,0,0,No,NA,SA-G,NA
Somateria mollissima,200,Provencher et al. 2014,Common Eider,NA,"Nuuk, Greenland",64.18141,-51.694138,Arctic Ocean,Mixed,1999-2002,1999,2002,2001,4,241,0,0,No,NA,SA-G,NA
Somateria mollissima,199,Provencher et al. 2014,Common Eider,NA,"Belcher Is, Nunavut",56.622294000000004,-78.794321,Arctic Ocean,Mixed,1998-2003,1998,2003,2001,6,388,0,0,No,NA,SA-G,NA
Diomedea antipodensis,24,Robertson et al. 2004,Antipodean Albatross,NA,New Zealand,-46.312086,174.115693,South Pacific Ocean,Adult,1999,1999,1999,1999,1,2,1,0.5,Yes,NA,SA-G,NA
Diomedea antipodensis,1185,Roman et al. 2019,Antipodean Albatross,NA,"New Zealand, North Island",NA,NA,South Pacific Ocean,Adult,2015,2015,2015,2015,1,1,0,0,No,NA,SA-G,NA
Diomedea antipodensis,1186,Roman et al. 2019,Antipodean Albatross,NA,"New Zealand, North Island, Offshore 140 km northwest of Kahurangi National Park",NA,NA,South Pacific Ocean,Adult,2015,2015,2015,2015,1,1,0,0,No,NA,SA-G,NA
Diomedea antipodensis,1187,Roman et al. 2019,Antipodean Albatross,NA,"New Zealand, North Island, Wellington",NA,NA,South Pacific Ocean,Adult,2016,2016,2016,2016,1,1,0,0,No,NA,SA-G,NA
Thalassarche chlororhynchos,52,Tavares et al. 2017,Atlantic Yellow-nosed Albatross,NA,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,South Pacific Ocean,Adult,2013,2013,2013,2013,1,3,0,0,No,NA,SA-G,NA
Thalassarche chlororhynchos,46,Furness 1985a,Atlantic Yellow-nosed Albatross,NA,Gough Island,-40.318641,-9.935332,South Pacific Ocean,Mixed,1983,1983,1983,1983,1,9,0,0,No,NA,SA-G,NA
Thalassarche chlororhynchos,51,Tavares et al. 2017,Atlantic Yellow-nosed Albatross,NA,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,South Pacific Ocean,Subadult,2012,2012,2012,2012,1,3,2,0.67,Yes,NA,SA-G,NA
Thalassarche chlororhynchos,43,Colabuono & Vooren 2007,Atlantic Yellow-nosed Albatross,NA,Rio Grande do Sul,-31.807168,-51.618266,South Pacific Ocean,Subadult/Adult,2004,2004,2004,2004,1,26,3,0.11,Yes,NA,SA-G,NA
Thalassarche chlororhynchos,45,Colabuono et al. 2010,Atlantic Yellow-nosed Albatross,NA,Brazil,-14.235004,-51.92528,South Pacific Ocean,Subadult/Adult,1991,1991,1991,1991,1,13,1,0.08,Yes,NA,SA-G,NA
Thalassarche melanophris,77,Tourinho et al. 2010,Black-browed Albatross,NA,Rio Grande do Sul,-31.807168,-51.618266,South Pacific Ocean,Adult,2007,2007,2007,2007,1,2,2,1,Yes,NA,SA-G,NA
Thalassarche melanophris,1171,Roman et al. 2016,Black-browed Albatross,NA,New South Wales,-32.967658,151.732219,South Pacific Ocean,Adult,2013,2013,2013,2013,1,1,0,0,No,NA,SA-G,NA
Thalassarche melanophris,1192,Roman et al. 2019,Black-browed Albatross,NA,"Australia, New South Wales",NA,NA,South Pacific Ocean,Adult,2011,2011,2011,2011,1,1,0,0,No,NA,SA-G,NA
Thalassarche melanophris,1197,Roman et al. 2019,Black-browed Albatross,NA,"New Zealand, North Island",NA,NA,South Pacific Ocean,Adult,2015,2015,2015,2015,1,2,0,0,No,NA,SA-G,NA
Thalassarche melanophris,1194,Roman et al. 2019,Black-browed Albatross,NA,DPIPWE-15 (location unknown),NA,NA,South Pacific Ocean,Mixed,2009,2009,2009,2009,1,1,0,0,No,NA,SA-G,NA
Thalassarche melanophris,76,Tavares et al. 2017,Black-browed Albatross,NA,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,South Pacific Ocean,Subadult,2012,2012,2012,2012,1,5,4,0.8,Yes,NA,SA-G,NA
Thalassarche melanophris,1193,Roman et al. 2019,Black-browed Albatross,NA,"Australia, South Australia",NA,NA,Indian Ocean,Subadult,2015,2015,2015,2015,1,1,1,1,Yes,NA,SA-G,NA
Thalassarche melanophris,1195,Roman et al. 2019,Black-browed Albatross,NA,DPIPWE-15 (location unknown),NA,NA,South Pacific Ocean,Subadult,2002,2002,2002,2002,1,1,0,0,No,NA,SA-G,NA
Thalassarche melanophris,1196,Roman et al. 2019,Black-browed Albatross,NA,New Zealand,NA,NA,South Pacific Ocean,Subadult,2016,2016,2016,2016,1,1,0,0,No,NA,SA-G,NA
Thalassarche melanophris,1198,Roman et al. 2019,Black-browed Albatross,NA,"New Zealand, North Island",NA,NA,South Pacific Ocean,Subadult,2015,2015,2015,2015,1,1,0,0,No,NA,SA-G,NA
Thalassarche melanophris,1199,Roman et al. 2019,Black-browed Albatross,NA,"New Zealand, North Island",NA,NA,South Pacific Ocean,Subadult,2016,2016,2016,2016,1,1,0,0,No,NA,SA-G,NA
Thalassarche melanophris,69,Colabuono & Vooren 2007,Black-browed Albatross,NA,Rio Grande do Sul,-31.807168,-51.618266,South Pacific Ocean,Subadult/Adult,2004,2004,2004,2004,1,45,6,0.14,Yes,NA,SA-G,NA
Thalassarche melanophris,71,Colabuono et al. 2010,Black-browed Albatross,NA,Brazil,-14.235004,-51.92528,South Pacific Ocean,Subadult/Adult,1991,1991,1991,1991,1,31,2,0.06,Yes,NA,SA-G,NA
Phoebastria nigripes,78,Blight and Burger 1997,Black-footed Albatross,NA,North Pacific,45.522224,-122.679826,North Pacific Ocean,Adult,1987,1987,1987,1987,1,3,3,1,Yes,NA,SA-G,NA
Phoebastria nigripes,81,Kinan and Cousins 2000,Black-footed Albatross,NA,Kure Atoll,28.392532999999997,-178.293552,North Pacific Ocean,Adult,1999,1999,1999,1999,1,NA,NA,1,Yes,NA,SA-G,NA
Phoebastria nigripes,79,Conant 1984,Black-footed Albatross,NA,Hawaii,19.896766,-155.582782,North Pacific Ocean,Nest-bound,1981,1981,1981,1981,1,1,1,1,Yes,NA,SA-G,NA
Phoebastria nigripes,82,Ogi et al. 1994,Black-footed Albatross,NA,Japan,36.204823999999995,138.252924,North Pacific Ocean,Nest-bound,1992,1992,1992,1992,1,1,1,1,Yes,NA,SA-G,NA
Phoebastria nigripes,84,Sileo et al. 1990a,Black-footed Albatross,NA,Laysan Island,25.767853000000002,-171.732206,North Pacific Ocean,Nest-bound,1987,1987,1987,1987,1,36,33,0.92,Yes,NA,SA-G,NA
Phoebastria nigripes,85,Sileo et al. 1990a,Black-footed Albatross,NA,Nihoa Island,23.060366,-161.922026,North Pacific Ocean,Nest-bound,1987,1987,1987,1987,1,21,18,0.86,Yes,NA,SA-G,NA
Phoebastria nigripes,86,Sileo et al. 1990a,Black-footed Albatross,NA,Pearl and Hermes Atoll,27.760666999999998,-175.94082,North Pacific Ocean,Nest-bound,1987,1987,1987,1987,1,35,34,0.97,Yes,NA,SA-G,NA
Phoebastria nigripes,87,Sileo et al. 1990a,Black-footed Albatross,NA,Tern Island,23.868823,-166.285503,North Pacific Ocean,Nest-bound,1987,1987,1987,1987,1,35,31,0.89,Yes,NA,SA-G,NA
Thalassarche bulleri,143,James & Stahl 2000,Buller's Albatross,NA,Snares Island,-48.024949,166.600965,South Pacific Ocean,Adult,1997,1997,1997,1997,1,188,4,0.02,Yes,NA,SA-G,NA
Thalassarche bulleri,144,Robertson et al. 2004,Buller's Albatross,NA,New Zealand,-46.312086,174.115693,South Pacific Ocean,Adult,1998,1998,1998,1998,1,30,1,0.03,Yes,NA,SA-G,NA
Thalassarche bulleri,1167,Roman et al. 2016,Buller's Albatross,NA,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean,Adult,2013,2013,2013,2013,1,2,1,0.5,Yes,NA,SA-G,NA
Thalassarche bulleri,1209,Roman et al. 2019,Buller's Albatross,NA,"Australia, Queensland, Fraser Island",NA,NA,South Pacific Ocean,Adult,2013,2013,2013,2013,1,1,1,1,Yes,NA,SA-G,NA
Thalassarche bulleri,1210,Roman et al. 2019,Buller's Albatross,NA,DPIPWE-15 (location unknown),NA,NA,South Pacific Ocean,Adult,2012,2012,2012,2012,1,2,0,0,No,NA,SA-G,NA
Thalassarche bulleri,1213,Roman et al. 2019,Buller's Albatross,NA,New Zealand,NA,NA,South Pacific Ocean,Adult,2015,2015,2015,2015,1,1,0,0,No,NA,SA-G,NA
Thalassarche bulleri,1214,Roman et al. 2019,Buller's Albatross,NA,New Zealand,NA,NA,South Pacific Ocean,Adult,2016,2016,2016,2016,1,1,0,0,No,NA,SA-G,NA
Thalassarche bulleri,1215,Roman et al. 2019,Buller's Albatross,NA,"New Zealand, Aukland Island",NA,NA,South Pacific Ocean,Adult,2015,2015,2015,2015,1,1,0,0,No,NA,SA-G,NA
Thalassarche bulleri,1216,Roman et al. 2019,Buller's Albatross,NA,"New Zealand, Aukland Island",NA,NA,South Pacific Ocean,Adult,2016,2016,2016,2016,1,7,0,0,No,NA,SA-G,NA
Thalassarche bulleri,1217,Roman et al. 2019,Buller's Albatross,NA,"New Zealand, Chatham Island",NA,NA,South Pacific Ocean,Adult,2015,2015,2015,2015,1,6,0,0,No,NA,SA-G,NA
Thalassarche bulleri,1218,Roman et al. 2019,Buller's Albatross,NA,"New Zealand, Chatham Island",NA,NA,South Pacific Ocean,Adult,2016,2016,2016,2016,1,1,0,0,No,NA,SA-G,NA
Thalassarche bulleri,1219,Roman et al. 2019,Buller's Albatross,NA,"New Zealand, North Island",NA,NA,South Pacific Ocean,Adult,2015,2015,2015,2015,1,2,0,0,No,NA,SA-G,NA
Thalassarche bulleri,1220,Roman et al. 2019,Buller's Albatross,NA,"New Zealand, North Island",NA,NA,South Pacific Ocean,Adult,2016,2016,2016,2016,1,2,0,0,No,NA,SA-G,NA
Thalassarche bulleri,1221,Roman et al. 2019,Buller's Albatross,NA,"New Zealand, North Island, Offshore 400 km northwest of Wellington",NA,NA,South Pacific Ocean,Adult,2015,2015,2015,2015,1,3,0,0,No,NA,SA-G,NA
Thalassarche bulleri,1222,Roman et al. 2019,Buller's Albatross,NA,"New Zealand, North Island, Wellington",NA,NA,South Pacific Ocean,Adult,2015,2015,2015,2015,1,1,0,0,No,NA,SA-G,NA
Thalassarche bulleri,1223,Roman et al. 2019,Buller's Albatross,NA,"New Zealand, Snares Islands",NA,NA,South Pacific Ocean,Adult,2015,2015,2015,2015,1,3,0,0,No,NA,SA-G,NA
Thalassarche bulleri,1224,Roman et al. 2019,Buller's Albatross,NA,"New Zealand, Snares Islands",NA,NA,South Pacific Ocean,Adult,2016,2016,2016,2016,1,11,0,0,No,NA,SA-G,NA
Thalassarche bulleri,1225,Roman et al. 2019,Buller's Albatross,NA,"New Zealand, South Island, Christchurch",NA,NA,South Pacific Ocean,Adult,2015,2015,2015,2015,1,2,0,0,No,NA,SA-G,NA
Thalassarche bulleri,1226,Roman et al. 2019,Buller's Albatross,NA,"New Zealand, South Island, Christchurch",NA,NA,South Pacific Ocean,Adult,2016,2016,2016,2016,1,2,0,0,No,NA,SA-G,NA
Thalassarche bulleri,1227,Roman et al. 2019,Buller's Albatross,NA,"New Zealand, South Island, Fjordland National Park",NA,NA,South Pacific Ocean,Adult,2015,2015,2015,2015,1,4,0,0,No,NA,SA-G,NA
Thalassarche bulleri,1228,Roman et al. 2019,Buller's Albatross,NA,"New Zealand, South Island, Fjordland National Park",NA,NA,South Pacific Ocean,Adult,2016,2016,2016,2016,1,1,0,0,No,NA,SA-G,NA
Thalassarche bulleri,1229,Roman et al. 2019,Buller's Albatross,NA,"New Zealand, South Island, Hokitika",NA,NA,South Pacific Ocean,Adult,2015,2015,2015,2015,1,6,0,0,No,NA,SA-G,NA
Thalassarche bulleri,1230,Roman et al. 2019,Buller's Albatross,NA,"New Zealand, South Island, Hokitika",NA,NA,South Pacific Ocean,Adult,2016,2016,2016,2016,1,17,0,0,No,NA,SA-G,NA
Thalassarche bulleri,1232,Roman et al. 2019,Buller's Albatross,NA,"New Zealand, South Island, Jackson Bay",NA,NA,South Pacific Ocean,Adult,2016,2016,2016,2016,1,9,0,0,No,NA,SA-G,NA
Thalassarche bulleri,1233,Roman et al. 2019,Buller's Albatross,NA,"New Zealand, South Island, Mount Cook National Park",NA,NA,South Pacific Ocean,Adult,2016,2016,2016,2016,1,2,0,0,No,NA,SA-G,NA
Thalassarche bulleri,1211,Roman et al. 2019,Buller's Albatross,NA,DPIPWE-15 (location unknown),NA,NA,South Pacific Ocean,Mixed,2012,2012,2012,2012,1,1,0,0,No,NA,SA-G,NA
Thalassarche bulleri,1231,Roman et al. 2019,Buller's Albatross,NA,"New Zealand, South Island, Hokitika",NA,NA,South Pacific Ocean,Mixed,2016,2016,2016,2016,1,1,0,0,No,NA,SA-G,NA
Thalassarche bulleri,1212,Roman et al. 2019,Buller's Albatross,NA,DPIPWE-15 (location unknown),NA,NA,South Pacific Ocean,Subadult,2003,2003,2003,2003,1,1,0,0,No,NA,SA-G,NA
Thalassarche impavida,1234,Roman et al. 2019,Campbell Albatross,NA,New Zealand,NA,NA,South Pacific Ocean,Adult,2016,2016,2016,2016,1,1,0,0,No,NA,SA-G,NA
Thalassarche impavida,1235,Roman et al. 2019,Campbell Albatross,NA,"New Zealand, Aukland Island",NA,NA,South Pacific Ocean,Adult,2016,2016,2016,2016,1,1,0,0,No,NA,SA-G,NA
Thalassarche impavida,1236,Roman et al. 2019,Campbell Albatross,NA,"New Zealand, North Island, Offshore 400 km northwest of Wellington",NA,NA,South Pacific Ocean,Adult,2015,2015,2015,2015,1,1,0,0,No,NA,SA-G,NA
Thalassarche impavida,1237,Roman et al. 2019,Campbell Albatross,NA,"New Zealand, North Island, Wellington",NA,NA,South Pacific Ocean,Adult,2016,2016,2016,2016,1,1,0,0,No,NA,SA-G,NA
Thalassarche eremita,1245,Roman et al. 2019,Chatham Albatross,NA,"New Zealand, Chatham Island",NA,NA,South Pacific Ocean,Adult,2015,2015,2015,2015,1,1,0,0,No,NA,SA-G,NA
Thalassarche chrysostoma,1350,Roman et al. 2019,Grey-headed Albatross,NA,"New Zealand, North Island, Wellington",NA,NA,South Pacific Ocean,Adult,2016,2016,2016,2016,1,1,0,0,No,NA,SA-G,NA
Thalassarche chrysostoma,1349,Roman et al. 2019,Grey-headed Albatross,NA,"Australia, South Australia",NA,NA,Indian Ocean,Mixed,2014,2014,2014,2014,1,1,0,0,No,NA,SA-G,NA
Phoebastria immutabilis,424,Kinan and Cousins 2000,Laysan Albatross,NA,Kure Atoll,28.392532999999997,-178.293552,North Pacific Ocean,Adult,1999,1999,1999,1999,1,NA,NA,1,Yes,NA,SA-G,NA
Phoebastria immutabilis,425,Kuramochi et al. 2011,Laysan Albatross,NA,Japan,36.204823999999995,138.252924,North Pacific Ocean,Adult,2009,2009,2009,2009,1,1,1,1,Yes,NA,SA-G,NA
Phoebastria immutabilis,416,Auman et al. 1997,Laysan Albatross,NA,Midway Atoll,27.075613999999998,-175.016808,North Pacific Ocean,Nest-bound,1994,1994,1994,1994,1,134,131,0.976,Yes,NA,SA-G,NA
Phoebastria immutabilis,417,Auman et al. 1997,Laysan Albatross,NA,Midway Atoll,27.075613999999998,-175.016808,North Pacific Ocean,Nest-bound,1995,1995,1995,1995,1,117,114,0.976,Yes,NA,SA-G,NA
Phoebastria immutabilis,423,Kenyon and Kridler 1969,Laysan Albatross,NA,Pearl and Hermes Reef,27.833333,-175.833333,North Pacific Ocean,Nest-bound,1966,1966,1966,1966,1,100,74,0.74,Yes,NA,SA-G,NA
Phoebastria immutabilis,426,Lavers and Bond 2016b,Laysan Albatross,NA,Midway Atoll,28.210076,-177.376111,North Pacific Ocean,Nest-bound,2012,2012,2012,2012,1,40,40,1,Yes,NA,SA-G,NA
Phoebastria immutabilis,429,Sileo et al. 1990a,Laysan Albatross,NA,Laysan Island,25.767853000000002,-171.732206,North Pacific Ocean,Nest-bound,1987,1987,1987,1987,1,35,35,1,Yes,NA,SA-G,NA
Phoebastria immutabilis,430,Sileo et al. 1990a,Laysan Albatross,NA,Pearl and Hermes Atoll,27.760666999999998,-175.94082,North Pacific Ocean,Nest-bound,1987,1987,1987,1987,1,35,32,0.91,Yes,NA,SA-G,NA
Phoebastria immutabilis,431,Sileo et al. 1990a,Laysan Albatross,NA,Tern Island,23.868823,-166.285503,North Pacific Ocean,Nest-bound,1987,1987,1987,1987,1,6,4,0.67,Yes,NA,SA-G,NA
Phoebastria immutabilis,432,Sileo et al. 1990b,Laysan Albatross,NA,Hawaiian Islands,19.896766,-155.582782,North Pacific Ocean,Nest-bound,1986-1987,1987,1987,1987,1,233,211,0.905714286,Yes,NA,SA-G,NA
Phoebastria immutabilis,433,Young et al. 2009,Laysan Albatross,NA,Kure Atoll,28.392532999999997,-178.293552,North Pacific Ocean,Nest-bound,2005,2005,2005,2005,1,15,15,1,Yes,NA,SA-G,NA
Phoebastria immutabilis,434,Young et al. 2009,Laysan Albatross,NA,Oahu,21.438912,-158.000057,North Pacific Ocean,Nest-bound,2005,2005,2005,2005,1,8,8,1,Yes,NA,SA-G,NA
Phoebetria palpebrata,1131,Roman et al. 2016,Light-mantled Albatross,NA,New South Wales,-32.967658,151.732219,South Pacific Ocean,Adult,2013,2013,2013,2013,1,1,0,0,No,NA,SA-G,NA
Phoebetria palpebrata,1132,Roman et al. 2016,Light-mantled Albatross,NA,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean,Adult,2013,2013,2013,2013,1,1,0,0,No,NA,SA-G,NA
Phoebetria palpebrata,1358,Roman et al. 2019,Light-mantled Albatross,NA,"Australia, New South Wales",NA,NA,South Pacific Ocean,Adult,2008,2008,2008,2008,1,1,0,0,No,NA,SA-G,NA
Phoebetria palpebrata,466,Cooper and Klages 1995,Light-mantled Albatross,NA,Marion Island,-46.906248,37.741668,Indian Ocean,Mixed,1990,1990,1990,1990,1,32,0,0,No,NA,SA-G,NA
Phoebetria palpebrata,1359,Roman et al. 2019,Light-mantled Albatross,NA,"Australia, Queensland, Fraser Island",NA,NA,South Pacific Ocean,Subadult,2015,2015,2015,2015,1,1,1,1,Yes,NA,SA-G,NA
