,Reference,DOI,CodeCitation,Year,Ecosystem,Habitat,Country,Biological.group,Mean_size,UIS,ML,Size_variance,Variance_type,Min_length,Max_length,Starting_month,Starting_year,Final_month,Final_year,Sampling_frequency,Sampling_method,Organ_content,N.sampling.unit,N.organisms,TotalMiP,TotalMeP,TotalMaP,TotalPD,FO_PD,NF_PD,FW_PD,Dead,Fragments,Fibers_thread,Pellets,Beads_granule,Foam,Film_sheet,Paintchips,Other_types,Type_unit,Average.Size_PD,Min.Size_PD,Max.size_PD,Size.variance_PD,Variance_type.1,Size_unit,Area_PD,Area_unit,Mass_PD,Volume_PD,Blue,White,Transparent,Gray,Black,Yellow,Brown,PinkPurple,Orange,Red,Green,Colored,Other_colors,Color_unit,Polymer1,Polymer1.items,Polymer2,Polymer2.items,Polymer3,Polymer3.items,Polymer4,Polymer4.items,Polymer5,Polymer5.items,Polymer6,Polymer6.items,Polymer7,Polymer7.items,Polymer8,Polymer8.items,Polymer9,Polymer9.items,Polymer10,Polymer10.items,Polymer11,Polymer11.items,Polymer12,Polymer12.items,Other_Polymers,Other_PolymersItems,Polymer_unit,QAQC_protocol,Extraction_method,Polymeric_analysis,Obs,species,kingdom,subkingdom,infrakingdom,class,order,family,genus,phylum,Lat,Lon,common.name,TotalP
2017,"Hyrenbach et al., 2017",,MPB00359,2017,Offshore Waters,Atoll,USA,Birds,NA,,,NA,,NA,NA,June,2008,July,2008,Occasionally,Bolus,,20,NA,NA,NA,NA,1040,100,NA,NA,Yes,0,0,0,0,0,0,0,0,,14.3,3,72,7.7,SE,mm,NA,,NA,NA,7.3,53.6,1,5.2,9.8,9.9,3.9,0,2.8,1.7,4.7,0,0,%,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Phoebastria nigripes,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Phoebastria,Chordata,28.416,-178.333,Hawaiian black-footed albatross,1040
2018,"Hyrenbach et al., 2017",,MPB00359,2017,Offshore Waters,Atoll,USA,Birds,NA,,,NA,,NA,NA,June,2007,July,2007,Occasionally,Necropsy,Proventriculus/Ventriculus,5,5,NA,NA,NA,160,100,NA,81.92526401,Yes,0,0,0,0,0,0,0,0,,12.5,3,73,8.8,SE,mm,NA,,201.7,NA,6,75,1.3,1,6,3,0,0,0.5,1,7,0,0.6,%,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Phoebastria nigripes,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Phoebastria,Chordata,28.416,-178.333,Hawaiian black-footed albatross,160
2023,"Ibañez et al., 2020",10.1016/j.marpolbul.2020.111351,MPB00688,2020,Antarctica,Coastal,Antarctica,Birds,NA,,,NA,,NA,NA,,2014,,2018,Annually,Bolus,,441,441,4,NA,34,38,9.4,NA,NA,No,0,0,0,0,0,0,0,0,,NA,,41.7,NA,,mm,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,Polyvinyl chloride,NA,Polyethylene,NA,Polyethylene,NA,Polyamide,NA,Polypropylene,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Stercorarius antarcticus,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Stercorariidae,Stercorarius,Chordata,-63.38364,-57.014919,Southern skua,76
2179,"Jiménez et al., 2015",10.1016/j.marpolbul.2015.05.034,MPB00229,2015,Offshore Waters,Offshore Waters,Uruguay,Birds,NA,,,NA,,NA,NA,,2005,,2013,,Necropsy,Stomach,6,6,NA,NA,NA,6,NA,NA,NA,Yes,4,2,0,0,0,0,0,0,Number,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Diomedea dabbenena,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Diomedea,Chordata,-35.4666,-51.3333,,6
2180,"Jiménez et al., 2015",10.1016/j.marpolbul.2015.05.034,MPB00229,2015,Offshore Waters,Offshore Waters,Uruguay,Birds,NA,,,NA,,NA,NA,,2005,,2013,,Necropsy,Stomach,23,23,NA,NA,NA,5,17.4,NA,NA,Yes,5,0,0,0,0,0,0,0,Number,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Diomedea epomophora,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Diomedea,Chordata,-41,-51,,5
2181,"Jiménez et al., 2015",10.1016/j.marpolbul.2015.05.034,MPB00229,2015,Offshore Waters,Offshore Waters,Uruguay,Birds,NA,,,NA,,NA,NA,,2005,,2013,,Necropsy,Stomach,12,12,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,Number,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Diomedea exulans,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Diomedea,Chordata,-34,-51,Wandering albatross,0
2182,"Jiménez et al., 2015",10.1016/j.marpolbul.2015.05.034,MPB00229,2015,Offshore Waters,Offshore Waters,Uruguay,Birds,NA,,,NA,,NA,NA,,2005,,2013,,Necropsy,Stomach,36,36,NA,NA,NA,25,NA,NA,NA,Yes,25,0,0,0,0,0,0,0,Number,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Diomedea sanfordi,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Diomedea,Chordata,-37,-51,,25
2183,"Jiménez et al., 2015",10.1016/j.marpolbul.2015.05.034,MPB00229,2015,Offshore Waters,Offshore Waters,Uruguay,Birds,NA,,,NA,,NA,NA,,2005,,2013,,Necropsy,Stomach,1,1,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,Number,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Diomedea sp.,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Diomedea,Chordata,-41,-51,,0
2184,"Jiménez et al., 2015",10.1016/j.marpolbul.2015.05.034,MPB00229,2015,Offshore Waters,Offshore Waters,Uruguay,Birds,NA,,,NA,,NA,NA,,2005,,2013,,Necropsy,Stomach,1,1,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,Number,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Thalassarche chlororhynchos,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-35.6833,-51.4166,Atlantic yellow-nosed albatross,0
2185,"Jiménez et al., 2015",10.1016/j.marpolbul.2015.05.034,MPB00229,2015,Offshore Waters,Offshore Waters,Uruguay,Birds,NA,,,NA,,NA,NA,,2005,,2013,,Necropsy,Stomach,32,32,NA,NA,NA,1,3.1,NA,NA,Yes,0,0,1,0,0,0,0,0,Number,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Thalassarche melanophris,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-34,-51,Black-browed albatross,1
2186,"Jiménez et al., 2015",10.1016/j.marpolbul.2015.05.034,MPB00229,2015,Offshore Waters,Offshore Waters,Uruguay,Birds,NA,,,NA,,NA,NA,,2005,,2013,,Necropsy,Stomach,17,17,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,Number,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Thalassarche steadi,Metazoa,,,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-34,-51,,0
2197,"Kain et al., 2016",10.1007/s11356-016-7613-1,MPB00286,2016,Offshore Waters,Island,USA,Birds,NA,,,NA,,NA,NA,,2007,,2014,,Necropsy,GIT,13,13,22,NA,NA,31,76.9,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,24,0,0,2,2,0,0,0,1,2,0,0,Number,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Ardenna pacifica,Metazoa,,,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,22.1,-159.5,,53
2198,"Kain et al., 2016",10.1007/s11356-016-7613-1,MPB00286,2016,Offshore Waters,Island,USA,Birds,NA,,,NA,,NA,NA,,2007,,2014,,Necropsy,GIT,19,19,41,NA,NA,69,42.1,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,5,57,0,0,0,4,0,0,0,0,3,0,0,Number,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Ardenna pacifica,Metazoa,,,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,22.1,-159.5,,110
2199,"Kain et al., 2016",10.1007/s11356-016-7613-1,MPB00286,2016,Offshore Waters,Island,USA,Birds,NA,,,NA,,NA,NA,,2007,,2014,,Necropsy,GIT,30,30,25,NA,NA,36,50,NA,NA,Yes,13,22,0,0,0,0,0,1,Number,NA,,,NA,,,NA,,NA,NA,1,28,0,0,5,0,0,0,0,0,2,0,0,Number,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Puffinus newelli,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Puffinus,Chordata,22.1,-159.5,Newell's shearwater,61
2230,"Krug et al., 2021",10.1016/j.marpolbul.2020.111842,MPB00880,2021,Coastal,Coastal,Canada,Birds,157.8,mm,Wing length,3.2,SD,151,165,October,2018,October,2018,Occasionally,Necropsy,Proventriculus/Gizzard,100,100,NA,NA,NA,443,87.5,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,1.8,9,5.4,0,0,0,0,5.6,0,85.1,%,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Filtration/Visual selection,,,Oceanodroma leucorhoa,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Hydrobatidae,Oceanodroma,Chordata,47.4535,-53.0973,Leach's storm-petrel,443
2231,"Krug et al., 2021",10.1016/j.marpolbul.2020.111842,MPB00880,2021,Coastal,Coastal,Canada,Birds,157.8,mm,Wing length,3.2,SD,151,165,October,2018,October,2018,Occasionally,Necropsy,Proventriculus/Gizzard,100,100,NA,NA,NA,443,87.5,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,1.8,9,5.4,0,0,0,0,5.6,0,85.1,%,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Filtration/Visual selection,,,Oceanodroma leucorhoa,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Hydrobatidae,Oceanodroma,Chordata,47.4196,-52.9792,Leach's storm-petrel,443
2232,"Krug et al., 2021",10.1016/j.marpolbul.2020.111842,MPB00880,2021,Island,Island,Canada,Birds,NA,,,NA,,NA,NA,October,2018,June,2019,Occasionally,Necropsy,Proventriculus/Gizzard,3,3,NA,NA,NA,9,66.7,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,0.02,NA,0,0,0,0,0,0,0,0,0,0,0,0,9,Number,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Filtration/Visual selection,,Geographic coordinate estimated,Oceanodroma leucorhoa,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Hydrobatidae,Oceanodroma,Chordata,44.98024935,-63.05586479,Leach's storm-petrel,9
2233,"Kühn and van Franeker, 2012",10.1016/j.marpolbul.2012.02.027,MPB00149,2012,Offshore Waters,Offshore Waters,Iceland,Birds,NA,,,NA,,NA,NA,April,2011,April,2011,Occasionally,Necropsy,Stomach,58,58,NA,NA,NA,NA,79,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Filtration/Visual selection,,Geographic coordinate estimated,Fulmarus glacialis,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Fulmarus,Chordata,66.38829426,-22.52276151,Northern fulmar,0
2251,"Kuhn et al., 2021",10.1007/s11356-020-10540-6,MPB00930,2020,Antarctica,Island,Antarctica,Birds,NA,,,NA,,NA,NA,,1985,,1986,,Necropsy,Stomach,9,9,NA,NA,NA,37,NA,NA,NA,Yes,15,1,11,0,10,0,0,0,Number,NA,,,NA,,,NA,,0.4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,Polyethylene,22,Polypropylene,2,Polyvinyl chloride,2,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,%,No,Filtration/Visual selection,NIR/FTIR,,Daption capense,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Daption,Chordata,-66,110,,37
2252,"Kuhn et al., 2021",10.1007/s11356-020-10540-6,MPB00930,2020,Coastal/Island,Beach/Island,Netherlands,Birds,NA,,,NA,,NA,NA,,1982,,2019,,Necropsy,Stomach,260,260,NA,NA,NA,4912,NA,NA,NA,Yes,2240,326,716,11,708,792,0,119,Number,NA,,,NA,,,NA,,47.90099,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,Polyethylene,55.8,Polypropylene,26.1,Polyvinyl chloride,9.7,Polycarbonate,2.2,Polyethylene,1.9,Acrylonitrile butadiene styrene,1.5,Polystyrene,1.1,Polyamide,0.9,Ethylene vinyl acetate,0.3,Polymethacrylate,0.2,None,NA,None,NA,Others,0.3,%,No,Filtration/Visual selection,NIR/FTIR,Geographic coordinate estimated,Fulmarus glacialis,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Fulmarus,Chordata,77.80006895,13.39339252,Northern fulmar,4912
2253,"Kuhn et al., 2021",10.1007/s11356-020-10540-6,MPB00930,2020,Coastal/Island,Beach/Island,Netherlands,Birds,NA,,,NA,,NA,NA,,1982,,2019,,Necropsy,Stomach,260,260,NA,NA,NA,4912,NA,NA,NA,Yes,2240,326,716,11,708,792,0,119,Number,NA,,,NA,,,NA,,47.90099,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,Polyethylene,55.8,Polypropylene,26.1,Polyvinyl chloride,9.7,Polycarbonate,2.2,Polyethylene,1.9,Acrylonitrile butadiene styrene,1.5,Polystyrene,1.1,Polyamide,0.9,Ethylene vinyl acetate,0.3,Polymethacrylate,0.2,None,NA,None,NA,Others,0.3,%,No,Filtration/Visual selection,NIR/FTIR,Geographic coordinate estimated,Fulmarus glacialis,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Fulmarus,Chordata,63.69899017,-20.6983274,Northern fulmar,4912
2254,"Kuhn et al., 2021",10.1007/s11356-020-10540-6,MPB00930,2020,Coastal/Island,Beach/Island,Netherlands,Birds,NA,,,NA,,NA,NA,,1982,,2019,,Necropsy,Stomach,260,260,NA,NA,NA,4912,NA,NA,NA,Yes,2240,326,716,11,708,792,0,119,Number,NA,,,NA,,,NA,,47.90099,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,Polyethylene,55.8,Polypropylene,26.1,Polyvinyl chloride,9.7,Polycarbonate,2.2,Polyethylene,1.9,Acrylonitrile butadiene styrene,1.5,Polystyrene,1.1,Polyamide,0.9,Ethylene vinyl acetate,0.3,Polymethacrylate,0.2,None,NA,None,NA,Others,0.3,%,No,Filtration/Visual selection,NIR/FTIR,Geographic coordinate estimated,Fulmarus glacialis,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Fulmarus,Chordata,62.04459318,-7.361205593,Northern fulmar,4912
2255,"Kuhn et al., 2021",10.1007/s11356-020-10540-6,MPB00930,2020,Coastal/Island,Beach/Island,Netherlands,Birds,NA,,,NA,,NA,NA,,1982,,2019,,Necropsy,Stomach,260,260,NA,NA,NA,4912,NA,NA,NA,Yes,2240,326,716,11,708,792,0,119,Number,NA,,,NA,,,NA,,47.90099,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,Polyethylene,55.8,Polypropylene,26.1,Polyvinyl chloride,9.7,Polycarbonate,2.2,Polyethylene,1.9,Acrylonitrile butadiene styrene,1.5,Polystyrene,1.1,Polyamide,0.9,Ethylene vinyl acetate,0.3,Polymethacrylate,0.2,None,NA,None,NA,Others,0.3,%,No,Filtration/Visual selection,NIR/FTIR,Geographic coordinate estimated,Fulmarus glacialis,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Fulmarus,Chordata,52.41342204,4.464557155,Northern fulmar,4912
2256,"Kuhn et al., 2021",10.1007/s11356-020-10540-6,MPB00930,2020,Antarctica,Island,Antarctica,Birds,NA,,,NA,,NA,NA,,1984,,1984,,Necropsy,Stomach,2,2,NA,NA,NA,11,NA,NA,NA,Yes,10,0,1,0,0,0,0,0,Number,NA,,,NA,,,NA,,0.3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,Polyethylene,10,Polypropylene,1,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,%,No,Filtration/Visual selection,NIR/FTIR,,Fulmarus glacialoides,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Fulmarus,Chordata,-66,110,,11
2257,"Kuhn et al., 2021",10.1007/s11356-020-10540-6,MPB00930,2020,Antarctica,Island,Antarctica,Birds,NA,,,NA,,NA,NA,,1986,,1998,,Necropsy,Stomach,45,45,NA,NA,NA,342,NA,NA,NA,Yes,194,2,110,2,20,14,0,0,Number,NA,,,NA,,,NA,,1.1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,Polyethylene,252,Polypropylene,50,Polystyrene,5,Ethylene vinyl acetate,5,Acrylonitrile butadiene styrene,4,Polyvinyl chloride,1,Polyamide,1,None,NA,None,NA,None,NA,None,NA,None,NA,Others,1,%,No,Filtration/Visual selection,NIR/FTIR,,Oceanites oceanicus,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Hydrobatidae,Oceanites,Chordata,-66,110,Wilson's storm-petrel,342
2258,"Kuhn et al., 2021",10.1007/s11356-020-10540-6,MPB00930,2020,Antarctica,Island,Antarctica,Birds,NA,,,NA,,NA,NA,,1985,,1985,,Necropsy,Stomach,1,1,NA,NA,NA,1,NA,NA,NA,Yes,0,0,0,0,1,0,0,0,Number,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,Polyethylene,1,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,%,No,Filtration/Visual selection,NIR/FTIR,,Pagodroma nivea,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Pagodroma,Chordata,-66,110,lesser snow-petrel,1
2282,"Lavers and Bond, 2016",10.1016/j.marpolbul.2016.06.001,MPB00296,2016,Offshore Waters,Atoll,USA,Birds,NA,,,NA,,NA,NA,June,2012,June,2012,,Necropsy,Stomach,40,40,NA,NA,NA,5299,100,NA,NA,Yes,4668,63,275,0,132,0,0,153,Number,NA,,,NA,,,NA,,NA,NA,328,3882,0,0,0,40,0,0,36,0,323,0,673,Number,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,Yes,Visual selection,,,Phoebastria immutabilis,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Phoebastria,Chordata,28.2,-177.35,,5299
2283,"Lavers and Bond, 2016",10.1016/j.marpolbul.2016.06.002,MPB00296,2016,Offshore Waters,Atoll,USA,Birds,NA,,,NA,,NA,NA,June,2012,June,2012,,Necropsy,Stomach,7,7,NA,NA,NA,22,75,NA,NA,Yes,17,4,1,0,0,0,0,0,Number,NA,,,NA,,,NA,,NA,NA,1,14,0,0,0,0,0,0,0,0,5,0,0,Number,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,Yes,Visual selection,,,Pterodroma hypoleuca,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Pterodroma,Chordata,28.2,-177.35,,22
2284,"Lavers and Bond, 2016",10.1016/j.marenvres.2015.10.011,MPB00323,2016,Coastal,Beach,Australia,Birds,NA,,,NA,,NA,NA,January,2012,January,2012,Occasionally,Necropsy,Stomach,4,4,NA,NA,NA,9,75,NA,NA,Yes,9,0,0,0,0,0,0,0,Number,NA,,,NA,,,NA,,NA,NA,0,8,0,0,0,0,0,0,0,0,1,0,0,Number,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Ardenna carneipes,Metazoa,,,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,-31.55,159.08,Flesh-footed shearwater,9
2285,"Lavers and Bond, 2016",10.1016/j.marenvres.2015.10.011,MPB00323,2016,Coastal,Bay,Australia,Birds,NA,,,NA,,NA,NA,September,2009,April,2014,Occasionally,Necropsy,Stomach,136,136,NA,NA,NA,26,12.9,NA,NA,Yes,14,9,3,0,0,0,0,0,Number,NA,,,NA,,,NA,,NA,NA,1,8,0,0,9,0,0,0,0,0,1,0,7,Number,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Ardenna carneipes,Metazoa,,,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,-35.03,117.93,Flesh-footed shearwater,26
2286,"Lavers and Bond, 2016",10.1016/j.marenvres.2015.10.011,MPB00323,2016,Coastal Waters,Island,Australia,Birds,NA,,,NA,,NA,NA,April,2013,April,2013,Occasionally,Necropsy,Stomach,7,7,NA,NA,NA,89,100,NA,NA,Yes,89,0,0,0,0,0,0,0,Number,NA,,,NA,,,NA,,NA,NA,15,50,0,0,1,0,0,0,0,0,21,0,2,Number,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Ardenna carneipes,Metazoa,,,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,-35.05,117.92,Flesh-footed shearwater,89
2287,"Lavers et al., 2014",10.1016/j.envpol.2013.12.020,MPB00193,2014,Island,Island,Australia,Birds,275.8,mm,Wing chord length,35.2,SD,NA,NA,April,2011,April,2011,Daily,Lavage,,38,38,NA,NA,NA,675,90,NA,NA,No,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,84,461,0,0,0,4,0,0,0,0,50,0,0,Number,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Ardenna carneipes,Metazoa,,,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,-32.53,159.08,Flesh-footed shearwater,675
2288,"Lavers et al., 2018",10.1016/j.marpolbul.2018.06.023,MPB00458,2018,Island,Island,Australia,Birds,NA,,,NA,,NA,NA,,2005,,2018,,Lavage/Necropsy,GIT,224,224,NA,NA,NA,NA,NA,NA,NA,Both,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Ardenna pacifica,Metazoa,,,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,-31.5,159.1,,0
2289,"Lavers et al., 2018",10.1016/j.marpolbul.2018.06.023,MPB00458,2018,Island,Island,Australia,Birds,NA,,,NA,,NA,NA,,2005,,2018,,Lavage/Necropsy,GIT,224,224,NA,NA,NA,NA,NA,NA,NA,Both,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Ardenna pacifica,Metazoa,,,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,-31.56666667,159.0333333,,0
2290,"Lavers et al., 2019",10.1021/acs.est.9b02098,MPB00528,2019,Island,Island,Australia,Birds,NA,,,NA,,NA,NA,May,2014,May,2017,Annually,Lavage,,53,53,NA,NA,NA,NA,0,NA,NA,No,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Ardenna carneipes,Metazoa,,,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,31.554,159.085,Flesh-footed shearwater,0
2291,"Lavers et al., 2019",10.1016/j.marpolbul.2019.04.001,MPB00653,2019,Coastal,Coastal,Australia,Birds,NA,,,NA,,NA,NA,May,2017,May,2018,,Necropsy,Gizzard,57,57,230,129,NA,359,91.5,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,0.33,5,NA,,mm,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Digestion/Filtration/Visual selection,,,Ardenna carneipes,Metazoa,,,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,-31.85,159.1,Flesh-footed shearwater,718
